classifier,dataset,interpolation,batch_size,threshold,acc_base,acc_zero_tp,change_zero_tp,acc_inve_tp,change_inve_tp,acc_mean_tp,change_mean_tp
ResNet,Earthquakes,linear,105,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,110,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7122302158273381,-0.05035973624359791,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,110,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,110,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,110,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,110,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,110,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,110,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,110,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7410071942446043,-0.07913671466086403,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,110,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7410071942446043,-0.07913671466086403,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,110,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,115,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7338129496402878,-0.07194247005654753,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,115,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,115,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,115,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,115,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7410071942446043,-0.07913671466086403,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,115,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7410071942446043,-0.07913671466086403,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,115,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7410071942446043,-0.07913671466086403,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,115,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7410071942446043,-0.07913671466086403,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,115,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7410071942446043,-0.07913671466086403,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,115,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,120,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7194244604316546,-0.05755398084791441,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,120,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,120,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,120,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,120,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7410071942446043,-0.07913671466086403,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,120,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,120,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,120,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,120,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,120,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7410071942446043,-0.07913671466086403,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,125,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7266187050359713,-0.06474822545223102,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,125,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7410071942446043,-0.07913671466086403,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,125,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7410071942446043,-0.07913671466086403,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,125,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,125,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,125,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,125,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7410071942446043,-0.07913671466086403,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,125,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,125,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,125,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,130,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7194244604316546,-0.05755398084791441,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,130,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7410071942446043,-0.07913671466086403,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,130,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,130,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,130,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,130,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,130,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,130,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,130,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,130,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7410071942446043,-0.07913671466086403,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,135,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7266187050359713,-0.06474822545223102,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,135,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7338129496402878,-0.07194247005654753,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,135,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,135,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,135,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7410071942446043,-0.07913671466086403,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,135,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7410071942446043,-0.07913671466086403,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,135,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7410071942446043,-0.07913671466086403,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,135,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,135,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7338129496402878,-0.07194247005654753,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,135,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7410071942446043,-0.07913671466086403,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,50,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7266187050359713,-0.06474822545223102,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,50,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7410071942446043,-0.07913671466086403,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,50,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7410071942446043,-0.07913671466086403,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,50,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,50,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,50,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7410071942446043,-0.07913671466086403,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,50,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,50,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,50,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,50,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,55,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7266187050359713,-0.06474822545223102,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,55,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7410071942446043,-0.07913671466086403,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,55,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,55,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,55,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7410071942446043,-0.07913671466086403,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,55,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,55,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,55,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,55,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,55,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,60,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7338129496402878,-0.07194247005654753,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,60,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,60,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,60,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,60,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,60,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,60,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,60,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,60,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,60,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,65,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7266187050359713,-0.06474822545223102,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,65,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7410071942446043,-0.07913671466086403,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,65,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7338129496402878,-0.07194247005654753,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,65,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7410071942446043,-0.07913671466086403,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,65,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7410071942446043,-0.07913671466086403,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,65,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,65,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,65,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,65,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
ResNet,Earthquakes,linear,65,140,0.6618704795837402,0.6618705035971223,-2.401338206059478e-08,0.7482014388489209,-0.08633095926518064,0.6618705035971223,-2.401338206059478e-08
